missing;day_number;year;CODE;sv_date_from_db;temp;station;Tidsutsnitt:;;;;
1;110;1990;1990110;20.04.1990;NA;NA;;;;;
1;111;1990;1990111;21.04.1990;NA;NA;;;;;
1;112;1990;1990112;22.04.1990;NA;NA;;;;;
1;113;1990;1990113;23.04.1990;NA;NA;;;;;
1;114;1990;1990114;24.04.1990;NA;NA;;;;;
1;115;1990;1990115;25.04.1990;NA;NA;;;;;
1;116;1990;1990116;26.04.1990;NA;NA;;;;;
1;117;1990;1990117;27.04.1990;NA;NA;;;;;
1;118;1990;1990118;28.04.1990;NA;NA;;;;;
1;119;1990;1990119;29.04.1990;NA;NA;;;;;
1;120;1990;1990120;30.04.1990;NA;NA;;;;;
;121;1990;1990121;01.05.1990;12.5;Hemse;;;;;
;122;1990;1990122;02.05.1990;8.4;Hemse;;;;;
;123;1990;1990123;03.05.1990;12;Hemse;;;;;
;124;1990;1990124;04.05.1990;10.7;Hemse;;;;;
;125;1990;1990125;05.05.1990;11;Hemse;;;;;
;126;1990;1990126;06.05.1990;12;Hemse;;;;;
;127;1990;1990127;07.05.1990;11.9;Hemse;;;;;
;128;1990;1990128;08.05.1990;9.1;Hemse;;;;;
;129;1990;1990129;09.05.1990;12;Hemse;;;;;
;130;1990;1990130;10.05.1990;11.2;Hemse;;;;;
;131;1990;1990131;11.05.1990;9.2;Hemse;;;;;
;132;1990;1990132;12.05.1990;9.4;Hemse;;;;;
;133;1990;1990133;13.05.1990;10.3;Hemse;;;;;
;134;1990;1990134;14.05.1990;10.9;Hemse;;;;;
;135;1990;1990135;15.05.1990;10.6;Hemse;;;;;
;136;1990;1990136;16.05.1990;10.1;Hemse;;;;;
;137;1990;1990137;17.05.1990;7;Hemse;;;;;
;138;1990;1990138;18.05.1990;6.5;Hemse;;;;;
;139;1990;1990139;19.05.1990;6.8;Hemse;;;;;
;140;1990;1990140;20.05.1990;6.6;Hemse;;;;;
;141;1990;1990141;21.05.1990;8.9;Hemse;;;;;
;142;1990;1990142;22.05.1990;7.5;Hemse;;;;;
;143;1990;1990143;23.05.1990;7.9;Hemse;;;;;
;144;1990;1990144;24.05.1990;10.8;Hemse;;;;;
;145;1990;1990145;25.05.1990;9.3;Hemse;;;;;
;146;1990;1990146;26.05.1990;7.8;Hemse;;;;;
;147;1990;1990147;27.05.1990;5.6;Hemse;;;;;
;148;1990;1990148;28.05.1990;7.6;Hemse;;;;;
;149;1990;1990149;29.05.1990;7;Hemse;;;;;
;150;1990;1990150;30.05.1990;7.9;Hemse;;;;;
;151;1990;1990151;31.05.1990;9.4;Hemse;;;;;
;152;1990;1990152;01.06.1990;11.3;Hemse;;;;;
;153;1990;1990153;02.06.1990;13.5;Hemse;;;;;
;154;1990;1990154;03.06.1990;13.3;Hemse;;;;;
;155;1990;1990155;04.06.1990;13.6;Hemse;;;;;
;156;1990;1990156;05.06.1990;11.7;Hemse;;;;;
;157;1990;1990157;06.06.1990;11.4;Hemse;;;;;
;158;1990;1990158;07.06.1990;10.5;Hemse;;;;;
;159;1990;1990159;08.06.1990;10.3;Hemse;;;;;
;160;1990;1990160;09.06.1990;13.5;Hemse;;;;;
;161;1990;1990161;10.06.1990;13.8;Hemse;;;;;
;162;1990;1990162;11.06.1990;13.1;Hemse;;;;;
;163;1990;1990163;12.06.1990;14.2;Hemse;;;;;
;164;1990;1990164;13.06.1990;13.9;Hemse;;;;;
;165;1990;1990165;14.06.1990;10.2;Hemse;;;;;
;166;1990;1990166;15.06.1990;11;Hemse;;;;;
;167;1990;1990167;16.06.1990;13.4;Hemse;;;;;
;168;1990;1990168;17.06.1990;11.9;Hemse;;;;;
;169;1990;1990169;18.06.1990;12.2;Hemse;;;;;
;170;1990;1990170;19.06.1990;11.6;Hemse;;;;;
;171;1990;1990171;20.06.1990;14.6;Hemse;;;;;
;172;1990;1990172;21.06.1990;17.4;Hemse;;;;;
;173;1990;1990173;22.06.1990;16.9;Hemse;;;;;
;174;1990;1990174;23.06.1990;17.4;Hemse;;;;;
;175;1990;1990175;24.06.1990;15;Hemse;;;;;
;176;1990;1990176;25.06.1990;16;Hemse;;;;;
;177;1990;1990177;26.06.1990;15.7;Hemse;;;;;
;178;1990;1990178;27.06.1990;17;Hemse;;;;;
;179;1990;1990179;28.06.1990;17.6;Hemse;;;;;
;180;1990;1990180;29.06.1990;17.4;Hemse;;;;;
;181;1990;1990181;30.06.1990;16.9;Hemse;;;;;
;182;1990;1990182;01.07.1990;13.9;Hemse;;;;;
;183;1990;1990183;02.07.1990;16.1;Hemse;;;;;
;184;1990;1990184;03.07.1990;15.6;Hemse;;;;;
;185;1990;1990185;04.07.1990;11.4;Hemse;;;;;
;186;1990;1990186;05.07.1990;11;Hemse;;;;;
;187;1990;1990187;06.07.1990;15.2;Hemse;;;;;
;188;1990;1990188;07.07.1990;16.3;Hemse;;;;;
;189;1990;1990189;08.07.1990;14.6;Hemse;;;;;
;190;1990;1990190;09.07.1990;15.6;Hemse;;;;;
;191;1990;1990191;10.07.1990;13.8;Hemse;;;;;
;192;1990;1990192;11.07.1990;15.2;Hemse;;;;;
;193;1990;1990193;12.07.1990;16.3;Hemse;;;;;
;194;1990;1990194;13.07.1990;12.9;Hemse;;;;;
;195;1990;1990195;14.07.1990;12.2;Hemse;;;;;
;196;1990;1990196;15.07.1990;13;Hemse;;;;;
;197;1990;1990197;16.07.1990;14.8;Hemse;;;;;
;198;1990;1990198;17.07.1990;15;Hemse;;;;;
;199;1990;1990199;18.07.1990;15;Hemse;;;;;
;200;1990;1990200;19.07.1990;14.6;Hemse;;;;;
;201;1990;1990201;20.07.1990;15.1;Hemse;;;;;
;202;1990;1990202;21.07.1990;16.9;Hemse;;;;;
;203;1990;1990203;22.07.1990;14.2;Hemse;;;;;
;204;1990;1990204;23.07.1990;12.3;Hemse;;;;;
;205;1990;1990205;24.07.1990;14.9;Hemse;;;;;
;206;1990;1990206;25.07.1990;15.2;Hemse;;;;;
;207;1990;1990207;26.07.1990;15.4;Hemse;;;;;
;208;1990;1990208;27.07.1990;12.6;Hemse;;;;;
;209;1990;1990209;28.07.1990;16;Hemse;;;;;
;210;1990;1990210;29.07.1990;17.7;Hemse;;;;;
;211;1990;1990211;30.07.1990;17.8;Hemse;;;;;
;212;1990;1990212;31.07.1990;16;Hemse;;;;;
;213;1990;1990213;01.08.1990;16.5;Hemse;;;;;
;214;1990;1990214;02.08.1990;17.4;Hemse;;;;;
;215;1990;1990215;03.08.1990;21.1;Hemse;;;;;
;216;1990;1990216;04.08.1990;20.5;Hemse;;;;;
;217;1990;1990217;05.08.1990;18.7;Hemse;;;;;
;218;1990;1990218;06.08.1990;15;Hemse;;;;;
;219;1990;1990219;07.08.1990;14.6;Hemse;;;;;
;220;1990;1990220;08.08.1990;15.1;Hemse;;;;;
;221;1990;1990221;09.08.1990;15.7;Hemse;;;;;
;222;1990;1990222;10.08.1990;13.7;Hemse;;;;;
;223;1990;1990223;11.08.1990;16;Hemse;;;;;
;224;1990;1990224;12.08.1990;17.3;Hemse;;;;;
;225;1990;1990225;13.08.1990;18.8;Hemse;;;;;
;226;1990;1990226;14.08.1990;18.7;Hemse;;;;;
;227;1990;1990227;15.08.1990;20.4;Hemse;;;;;
;228;1990;1990228;16.08.1990;17.3;Hemse;;;;;
;229;1990;1990229;17.08.1990;18.6;Hemse;;;;;
;230;1990;1990230;18.08.1990;12.3;Hemse;;;;;
;231;1990;1990231;19.08.1990;13;Hemse;;;;;
;232;1990;1990232;20.08.1990;13.7;Hemse;;;;;
;233;1990;1990233;21.08.1990;15.9;Hemse;;;;;
;234;1990;1990234;22.08.1990;16.3;Hemse;;;;;
;235;1990;1990235;23.08.1990;14.5;Hemse;;;;;
;236;1990;1990236;24.08.1990;14.5;Hemse;;;;;
;237;1990;1990237;25.08.1990;16.8;Hemse;;;;;
;238;1990;1990238;26.08.1990;13.1;Hemse;;;;;
;239;1990;1990239;27.08.1990;12.2;Hemse;;;;;
;240;1990;1990240;28.08.1990;15.7;Hemse;;;;;
;241;1990;1990241;29.08.1990;16.5;Hemse;;;;;
;242;1990;1990242;30.08.1990;15.9;Hemse;;;;;
;243;1990;1990243;31.08.1990;17.4;Hemse;;;;;
;244;1990;1990244;01.09.1990;17.2;Hemse;;;;;
;245;1990;1990245;02.09.1990;16.2;Hemse;;;;;
;246;1990;1990246;03.09.1990;12.4;Hemse;;;;;
;247;1990;1990247;04.09.1990;11.1;Hemse;;;;;
;248;1990;1990248;05.09.1990;11.7;Hemse;;;;;
;249;1990;1990249;06.09.1990;12.1;Hemse;;;;;
;250;1990;1990250;07.09.1990;13;Hemse;;;;;
;251;1990;1990251;08.09.1990;13.2;Hemse;;;;;
;252;1990;1990252;09.09.1990;12.7;Hemse;;;;;
;253;1990;1990253;10.09.1990;13.2;Hemse;;;;;
;254;1990;1990254;11.09.1990;10.6;Hemse;;;;;
;255;1990;1990255;12.09.1990;9.5;Hemse;;;;;
;256;1990;1990256;13.09.1990;12.6;Hemse;;;;;
;257;1990;1990257;14.09.1990;11.5;Hemse;;;;;
;258;1990;1990258;15.09.1990;11.5;Hemse;;;;;
;259;1990;1990259;16.09.1990;10.5;Hemse;;;;;
;260;1990;1990260;17.09.1990;9.2;Hemse;;;;;
;261;1990;1990261;18.09.1990;9.5;Hemse;;;;;
;262;1990;1990262;19.09.1990;10.4;Hemse;;;;;
;263;1990;1990263;20.09.1990;10.9;Hemse;;;;;
;264;1990;1990264;21.09.1990;8.9;Hemse;;;;;
;265;1990;1990265;22.09.1990;8.8;Hemse;;;;;
;266;1990;1990266;23.09.1990;8.3;Hemse;;;;;
;267;1990;1990267;24.09.1990;10.2;Hemse;;;;;
;268;1990;1990268;25.09.1990;7.5;Hemse;;;;;
;269;1990;1990269;26.09.1990;4.9;Hemse;;;;;
;270;1990;1990270;27.09.1990;6.2;Hemse;;;;;
;271;1990;1990271;28.09.1990;10.5;Hemse;;;;;
;272;1990;1990272;29.09.1990;12.3;Hemse;;;;;
;273;1990;1990273;30.09.1990;11.5;Hemse;;;;;
;274;1990;1990274;01.10.1990;6.4;Hemse;;;;;
;275;1990;1990275;02.10.1990;8;Hemse;;;;;
;276;1990;1990276;03.10.1990;12;Hemse;;;;;
;277;1990;1990277;04.10.1990;11.4;Hemse;;;;;
;278;1990;1990278;05.10.1990;11.1;Hemse;;;;;
;279;1990;1990279;06.10.1990;11.1;Hemse;;;;;
;280;1990;1990280;07.10.1990;11.4;Hemse;;;;;
;281;1990;1990281;08.10.1990;4.7;Hemse;;;;;
;282;1990;1990282;09.10.1990;9.4;Hemse;;;;;
;283;1990;1990283;10.10.1990;11.1;Hemse;;;;;
;284;1990;1990284;11.10.1990;9.4;Hemse;;;;;
;285;1990;1990285;12.10.1990;5.3;Hemse;;;;;
;286;1990;1990286;13.10.1990;7.9;Hemse;;;;;
;287;1990;1990287;14.10.1990;9.1;Hemse;;;;;
;288;1990;1990288;15.10.1990;11.2;Hemse;;;;;
;289;1990;1990289;16.10.1990;9.2;Hemse;;;;;
;290;1990;1990290;17.10.1990;10.9;Hemse;;;;;
;291;1990;1990291;18.10.1990;9.4;Hemse;;;;;
;292;1990;1990292;19.10.1990;9.3;Hemse;;;;;
;293;1990;1990293;20.10.1990;5.8;Hemse;;;;;
;294;1990;1990294;21.10.1990;2.7;Hemse;;;;;
;295;1990;1990295;22.10.1990;0.6;Hemse;;;;;
;296;1990;1990296;23.10.1990;3;Hemse;;;;;
;297;1990;1990297;24.10.1990;2.8;Hemse;;;;;
;298;1990;1990298;25.10.1990;6.3;Hemse;;;;;
;299;1990;1990299;26.10.1990;7.2;Hemse;;;;;
;300;1990;1990300;27.10.1990;8;Hemse;;;;;
;301;1990;1990301;28.10.1990;8;Hemse;;;;;
;302;1990;1990302;29.10.1990;8;Hemse;;;;;
;303;1990;1990303;30.10.1990;6.2;Hemse;;;;;
;304;1990;1990304;31.10.1990;4.9;Hemse;;;;;
;305;1990;1990305;01.11.1990;4.6;Hemse;;;;;
;306;1990;1990306;02.11.1990;5.4;Hemse;;;;;
;307;1990;1990307;03.11.1990;4.6;Hemse;;;;;
;308;1990;1990308;04.11.1990;3.4;Hemse;;;;;
;309;1990;1990309;05.11.1990;4;Hemse;;;;;
;310;1990;1990310;06.11.1990;3.8;Hemse;;;;;
;311;1990;1990311;07.11.1990;4.9;Hemse;;;;;
;312;1990;1990312;08.11.1990;6.5;Hemse;;;;;
;313;1990;1990313;09.11.1990;5.6;Hemse;;;;;
;314;1990;1990314;10.11.1990;3.5;Hemse;;;;;
;315;1990;1990315;11.11.1990;3.7;Hemse;;;;;
;316;1990;1990316;12.11.1990;0;Hemse;;;;;
;317;1990;1990317;13.11.1990;4.5;Hemse;;;;;
;318;1990;1990318;14.11.1990;7.6;Hemse;;;;;
;319;1990;1990319;15.11.1990;8;Hemse;;;;;
;320;1990;1990320;16.11.1990;7.9;Hemse;;;;;
;321;1990;1990321;17.11.1990;6.9;Hemse;;;;;
;322;1990;1990322;18.11.1990;3.6;Hemse;;;;;
;323;1990;1990323;19.11.1990;0.9;Hemse;;;;;
;324;1990;1990324;20.11.1990;1.1;Hemse;;;;;
;325;1990;1990325;21.11.1990;1.4;Hemse;;;;;
;326;1990;1990326;22.11.1990;-2.1;Hemse;;;;;
;327;1990;1990327;23.11.1990;0.3;Hemse;;;;;
;328;1990;1990328;24.11.1990;3.1;Hemse;;;;;
;329;1990;1990329;25.11.1990;1.3;Hemse;;;;;
;330;1990;1990330;26.11.1990;3.7;Hemse;;;;;
;331;1990;1990331;27.11.1990;2.3;Hemse;;;;;
;332;1990;1990332;28.11.1990;0.7;Hemse;;;;;
;333;1990;1990333;29.11.1990;1.8;Hemse;;;;;
;334;1990;1990334;30.11.1990;-0.4;Hemse;;;;;
;335;1990;1990335;01.12.1990;0.4;Hemse;;;;;
;336;1990;1990336;02.12.1990;2.8;Hemse;;;;;
;337;1990;1990337;03.12.1990;6.3;Hemse;;;;;
;338;1990;1990338;04.12.1990;1;Hemse;;;;;
;339;1990;1990339;05.12.1990;-1.9;Hemse;;;;;
;340;1990;1990340;06.12.1990;0.9;Hemse;;;;;
;341;1990;1990341;07.12.1990;5.9;Hemse;;;;;
;342;1990;1990342;08.12.1990;3.6;Hemse;;;;;
;343;1990;1990343;09.12.1990;2.5;Hemse;;;;;
;344;1990;1990344;10.12.1990;2.2;Hemse;;;;;
;345;1990;1990345;11.12.1990;2.3;Hemse;;;;;
;346;1990;1990346;12.12.1990;2;Hemse;;;;;
;347;1990;1990347;13.12.1990;1.2;Hemse;;;;;
;348;1990;1990348;14.12.1990;-2.1;Hemse;;;;;
;349;1990;1990349;15.12.1990;-3.8;Hemse;;;;;
;350;1990;1990350;16.12.1990;-1.9;Hemse;;;;;
;351;1990;1990351;17.12.1990;1.2;Hemse;;;;;
;352;1990;1990352;18.12.1990;1.5;Hemse;;;;;
;353;1990;1990353;19.12.1990;1;Hemse;;;;;
;354;1990;1990354;20.12.1990;0.3;Hemse;;;;;
;355;1990;1990355;21.12.1990;0.1;Hemse;;;;;
;356;1990;1990356;22.12.1990;-1.9;Hemse;;;;;
;357;1990;1990357;23.12.1990;3.3;Hemse;;;;;
;358;1990;1990358;24.12.1990;3.1;Hemse;;;;;
;359;1990;1990359;25.12.1990;1.1;Hemse;;;;;
;360;1990;1990360;26.12.1990;2.4;Hemse;;;;;
;361;1990;1990361;27.12.1990;4.5;Hemse;;;;;
;362;1990;1990362;28.12.1990;3.1;Hemse;;;;;
;363;1990;1990363;29.12.1990;3.5;Hemse;;;;;
;364;1990;1990364;30.12.1990;3.1;Hemse;;;;;
;365;1990;1990365;31.12.1990;2.9;Hemse;;;;;
;001;1991;1991001;01.01.1991;2.2;Hemse;;;;;
;002;1991;1991002;02.01.1991;3.9;Hemse;;;;;
;003;1991;1991003;03.01.1991;3.5;Hemse;;;;;
;004;1991;1991004;04.01.1991;3.1;Hemse;;;;;
;005;1991;1991005;05.01.1991;3.7;Hemse;;;;;
;006;1991;1991006;06.01.1991;4.3;Hemse;;;;;
;007;1991;1991007;07.01.1991;3.9;Hemse;;;;;
;008;1991;1991008;08.01.1991;3.5;Hemse;;;;;
;009;1991;1991009;09.01.1991;4.6;Hemse;;;;;
;010;1991;1991010;10.01.1991;5.1;Hemse;;;;;
;011;1991;1991011;11.01.1991;4.5;Hemse;;;;;
;012;1991;1991012;12.01.1991;2;Hemse;;;;;
;013;1991;1991013;13.01.1991;-1.6;Hemse;;;;;
;014;1991;1991014;14.01.1991;-1.9;Hemse;;;;;
;015;1991;1991015;15.01.1991;-2.5;Hemse;;;;;
;016;1991;1991016;16.01.1991;-2.2;Hemse;;;;;
;017;1991;1991017;17.01.1991;-3.5;Hemse;;;;;
;018;1991;1991018;18.01.1991;-0.7;Hemse;;;;;
;019;1991;1991019;19.01.1991;1.1;Hemse;;;;;
;020;1991;1991020;20.01.1991;2;Hemse;;;;;
;021;1991;1991021;21.01.1991;2.6;Hemse;;;;;
;022;1991;1991022;22.01.1991;-1.7;Hemse;;;;;
;023;1991;1991023;23.01.1991;1.3;Hemse;;;;;
;024;1991;1991024;24.01.1991;-0.3;Hemse;;;;;
;025;1991;1991025;25.01.1991;1.6;Hemse;;;;;
;026;1991;1991026;26.01.1991;1.7;Hemse;;;;;
;027;1991;1991027;27.01.1991;0.8;Hemse;;;;;
;028;1991;1991028;28.01.1991;0.5;Hemse;;;;;
;029;1991;1991029;29.01.1991;-1.1;Hemse;;;;;
;030;1991;1991030;30.01.1991;-7.1;Hemse;;;;;
;031;1991;1991031;31.01.1991;-5;Hemse;;;;;
;032;1991;1991032;01.02.1991;-4;Hemse;;;;;
;033;1991;1991033;02.02.1991;-3;Hemse;;;;;
;034;1991;1991034;03.02.1991;-2.4;Hemse;;;;;
;035;1991;1991035;04.02.1991;0.3;Hemse;;;;;
;036;1991;1991036;05.02.1991;-1.3;Hemse;;;;;
;037;1991;1991037;06.02.1991;-5.9;Hemse;;;;;
;038;1991;1991038;07.02.1991;-2.7;Hemse;;;;;
;039;1991;1991039;08.02.1991;-4.4;Hemse;;;;;
;040;1991;1991040;09.02.1991;-2.9;Hemse;;;;;
;041;1991;1991041;10.02.1991;-2.7;Hemse;;;;;
;042;1991;1991042;11.02.1991;-2.1;Hemse;;;;;
;043;1991;1991043;12.02.1991;-2.3;Hemse;;;;;
;044;1991;1991044;13.02.1991;-2.8;Hemse;;;;;
;045;1991;1991045;14.02.1991;-3.8;Hemse;;;;;
;046;1991;1991046;15.02.1991;-5.5;Hemse;;;;;
;047;1991;1991047;16.02.1991;-4.9;Hemse;;;;;
;048;1991;1991048;17.02.1991;-2.6;Hemse;;;;;
;049;1991;1991049;18.02.1991;-4.2;Hemse;;;;;
;050;1991;1991050;19.02.1991;-0.9;Hemse;;;;;
;051;1991;1991051;20.02.1991;1.5;Hemse;;;;;
;052;1991;1991052;21.02.1991;1.9;Hemse;;;;;
;053;1991;1991053;22.02.1991;1.3;Hemse;;;;;
;054;1991;1991054;23.02.1991;3.2;Hemse;;;;;
;055;1991;1991055;24.02.1991;5.8;Hemse;;;;;
;056;1991;1991056;25.02.1991;4.6;Hemse;;;;;
;057;1991;1991057;26.02.1991;0.5;Hemse;;;;;
;058;1991;1991058;27.02.1991;-1.5;Hemse;;;;;
;059;1991;1991059;28.02.1991;0.3;Hemse;;;;;
;060;1991;1991060;01.03.1991;0.6;Hemse;;;;;
;061;1991;1991061;02.03.1991;0.5;Hemse;;;;;
;062;1991;1991062;03.03.1991;1.1;Hemse;;;;;
;063;1991;1991063;04.03.1991;1.8;Hemse;;;;;
;064;1991;1991064;05.03.1991;1.1;Hemse;;;;;
;065;1991;1991065;06.03.1991;0.9;Hemse;;;;;
;066;1991;1991066;07.03.1991;1.6;Hemse;;;;;
;067;1991;1991067;08.03.1991;2;Hemse;;;;;
;068;1991;1991068;09.03.1991;1.6;Hemse;;;;;
;069;1991;1991069;10.03.1991;2.3;Hemse;;;;;
;070;1991;1991070;11.03.1991;3;Hemse;;;;;
;071;1991;1991071;12.03.1991;4.2;Hemse;;;;;
;072;1991;1991072;13.03.1991;2.4;Hemse;;;;;
;073;1991;1991073;14.03.1991;4;Hemse;;;;;
;074;1991;1991074;15.03.1991;3.5;Hemse;;;;;
;075;1991;1991075;16.03.1991;0.2;Hemse;;;;;
;076;1991;1991076;17.03.1991;2.1;Hemse;;;;;
;077;1991;1991077;18.03.1991;3;Hemse;;;;;
;078;1991;1991078;19.03.1991;4.7;Hemse;;;;;
;079;1991;1991079;20.03.1991;5.6;Hemse;;;;;
;080;1991;1991080;21.03.1991;3.8;Hemse;;;;;
;081;1991;1991081;22.03.1991;4.3;Hemse;;;;;
;082;1991;1991082;23.03.1991;4.3;Hemse;;;;;
;083;1991;1991083;24.03.1991;2.5;Hemse;;;;;
;084;1991;1991084;25.03.1991;0.8;Hemse;;;;;
;085;1991;1991085;26.03.1991;3;Hemse;;;;;
;086;1991;1991086;27.03.1991;2;Hemse;;;;;
;087;1991;1991087;28.03.1991;2.1;Hemse;;;;;
;088;1991;1991088;29.03.1991;4;Hemse;;;;;
;089;1991;1991089;30.03.1991;2.1;Hemse;;;;;
;090;1991;1991090;31.03.1991;3;Hemse;;;;;
;091;1991;1991091;01.04.1991;3.2;Hemse;;;;;
;092;1991;1991092;02.04.1991;6.6;Hemse;;;;;
;093;1991;1991093;03.04.1991;8.1;Hemse;;;;;
;094;1991;1991094;04.04.1991;6.8;Hemse;;;;;
;095;1991;1991095;05.04.1991;8.4;Hemse;;;;;
;096;1991;1991096;06.04.1991;6.8;Hemse;;;;;
;097;1991;1991097;07.04.1991;6.6;Hemse;;;;;
;098;1991;1991098;08.04.1991;6.9;Hemse;;;;;
;099;1991;1991099;09.04.1991;3.5;Hemse;;;;;
;100;1991;1991100;10.04.1991;3.1;Hemse;;;;;
;101;1991;1991101;11.04.1991;3;Hemse;;;;;
;102;1991;1991102;12.04.1991;3.6;Hemse;;;;;
;103;1991;1991103;13.04.1991;6.2;Hemse;;;;;
;104;1991;1991104;14.04.1991;6.2;Hemse;;;;;
;105;1991;1991105;15.04.1991;3.4;Hemse;;;;;
;106;1991;1991106;16.04.1991;3.3;Hemse;;;;;
;107;1991;1991107;17.04.1991;0.5;Hemse;;;;;
;108;1991;1991108;18.04.1991;-1.4;Hemse;;;;;
;109;1991;1991109;19.04.1991;-0.8;Hemse;;;;;
;110;1991;1991110;20.04.1991;-0.8;Hemse;;;;;
;111;1991;1991111;21.04.1991;-0.3;Hemse;;;;;
;112;1991;1991112;22.04.1991;0.2;Hemse;;;;;
;113;1991;1991113;23.04.1991;0.1;Hemse;;;;;
;114;1991;1991114;24.04.1991;1;Hemse;;;;;
;115;1991;1991115;25.04.1991;2.2;Hemse;;;;;
;116;1991;1991116;26.04.1991;3.1;Hemse;;;;;
;117;1991;1991117;27.04.1991;6.5;Hemse;;;;;
;118;1991;1991118;28.04.1991;3.4;Hemse;;;;;
;119;1991;1991119;29.04.1991;3.4;Hemse;;;;;
;120;1991;1991120;30.04.1991;6.4;Hemse;;;;;
;121;1991;1991121;01.05.1991;5.7;Hemse;;;;;
;122;1991;1991122;02.05.1991;5.1;Hemse;;;;;
;123;1991;1991123;03.05.1991;4.9;Hemse;;;;;
;124;1991;1991124;04.05.1991;8.1;Hemse;;;;;
;125;1991;1991125;05.05.1991;6.9;Hemse;;;;;
;126;1991;1991126;06.05.1991;5.8;Hemse;;;;;
;127;1991;1991127;07.05.1991;5;Hemse;;;;;
;128;1991;1991128;08.05.1991;7;Hemse;;;;;
;129;1991;1991129;09.05.1991;5.2;Hemse;;;;;
;130;1991;1991130;10.05.1991;7.9;Hemse;;;;;
;131;1991;1991131;11.05.1991;8.4;Hemse;;;;;
;132;1991;1991132;12.05.1991;7.1;Hemse;;;;;
;133;1991;1991133;13.05.1991;8.2;Hemse;;;;;
;134;1991;1991134;14.05.1991;9.2;Hemse;;;;;
;135;1991;1991135;15.05.1991;6.8;Hemse;;;;;
;136;1991;1991136;16.05.1991;7.1;Hemse;;;;;
;137;1991;1991137;17.05.1991;6.3;Hemse;;;;;
;138;1991;1991138;18.05.1991;5.4;Hemse;;;;;
;139;1991;1991139;19.05.1991;7.9;Hemse;;;;;
;140;1991;1991140;20.05.1991;9.9;Hemse;;;;;
;141;1991;1991141;21.05.1991;10.5;Hemse;;;;;
;142;1991;1991142;22.05.1991;10.2;Hemse;;;;;
;143;1991;1991143;23.05.1991;7;Hemse;;;;;
;144;1991;1991144;24.05.1991;5.9;Hemse;;;;;
;145;1991;1991145;25.05.1991;6.5;Hemse;;;;;
;146;1991;1991146;26.05.1991;8.1;Hemse;;;;;
;147;1991;1991147;27.05.1991;10.3;Hemse;;;;;
;148;1991;1991148;28.05.1991;8;Hemse;;;;;
;149;1991;1991149;29.05.1991;10.7;Hemse;;;;;
;150;1991;1991150;30.05.1991;9.6;Hemse;;;;;
;151;1991;1991151;31.05.1991;9.3;Hemse;;;;;
;152;1991;1991152;01.06.1991;5.2;Hemse;;;;;
;153;1991;1991153;02.06.1991;8;Hemse;;;;;
;154;1991;1991154;03.06.1991;9.4;Hemse;;;;;
;155;1991;1991155;04.06.1991;8.7;Hemse;;;;;
;156;1991;1991156;05.06.1991;9;Hemse;;;;;
;157;1991;1991157;06.06.1991;8.9;Hemse;;;;;
;158;1991;1991158;07.06.1991;8.3;Hemse;;;;;
;159;1991;1991159;08.06.1991;9.8;Hemse;;;;;
;160;1991;1991160;09.06.1991;11.7;Hemse;;;;;
;161;1991;1991161;10.06.1991;8.7;Hemse;;;;;
;162;1991;1991162;11.06.1991;10.3;Hemse;;;;;
;163;1991;1991163;12.06.1991;11.2;Hemse;;;;;
;164;1991;1991164;13.06.1991;11.8;Hemse;;;;;
;165;1991;1991165;14.06.1991;11;Hemse;;;;;
;166;1991;1991166;15.06.1991;11.1;Hemse;;;;;
;167;1991;1991167;16.06.1991;10.1;Hemse;;;;;
;168;1991;1991168;17.06.1991;8.5;Hemse;;;;;
;169;1991;1991169;18.06.1991;8.6;Hemse;;;;;
;170;1991;1991170;19.06.1991;9.4;Hemse;;;;;
;171;1991;1991171;20.06.1991;11.6;Hemse;;;;;
;172;1991;1991172;21.06.1991;12.3;Hemse;;;;;
;173;1991;1991173;22.06.1991;13.9;Hemse;;;;;
;174;1991;1991174;23.06.1991;14.9;Hemse;;;;;
;175;1991;1991175;24.06.1991;13.1;Hemse;;;;;
;176;1991;1991176;25.06.1991;14.4;Hemse;;;;;
;177;1991;1991177;26.06.1991;11.9;Hemse;;;;;
;178;1991;1991178;27.06.1991;13.2;Hemse;;;;;
;179;1991;1991179;28.06.1991;9.3;Hemse;;;;;
;180;1991;1991180;29.06.1991;11.5;Hemse;;;;;
;181;1991;1991181;30.06.1991;11.6;Hemse;;;;;
;182;1991;1991182;01.07.1991;13.4;Hemse;;;;;
;183;1991;1991183;02.07.1991;16.5;Hemse;;;;;
;184;1991;1991184;03.07.1991;15.9;Hemse;;;;;
;185;1991;1991185;04.07.1991;17;Hemse;;;;;
;186;1991;1991186;05.07.1991;18.1;Hemse;;;;;
;187;1991;1991187;06.07.1991;19.8;Hemse;;;;;
;188;1991;1991188;07.07.1991;18.6;Hemse;;;;;
;189;1991;1991189;08.07.1991;18.2;Hemse;;;;;
;190;1991;1991190;09.07.1991;18.9;Hemse;;;;;
;191;1991;1991191;10.07.1991;18.7;Hemse;;;;;
;192;1991;1991192;11.07.1991;15.8;Hemse;;;;;
;193;1991;1991193;12.07.1991;15.4;Hemse;;;;;
;194;1991;1991194;13.07.1991;18.3;Hemse;;;;;
;195;1991;1991195;14.07.1991;16.2;Hemse;;;;;
;196;1991;1991196;15.07.1991;15.5;Hemse;;;;;
;197;1991;1991197;16.07.1991;15.3;Hemse;;;;;
